"id","favouritecount"
360085,"0"
359050,"0"
358112,"0"
358093,"0"
358091,"0"
358090,"0"
355946,"0"
333042,"0"
331155,"0"
328621,"0"
325505,"0"
316936,"0"
296862,"0"
285555,"0"
280824,"0"
280334,"0"
276364,"0"
274602,"0"
273566,"0"
273166,"0"
269273,"0"
259270,"0"
253506,"0"
250181,"0"
249121,"0"
243028,"0"
232446,"0"
230602,"0"
228478,"0"
221791,"0"
221426,"0"
219548,"0"
219403,"0"
219401,"0"
219400,"0"
219393,"0"
219390,"0"
218799,"0"
218758,"0"
215042,"0"
212244,"0"
210356,"0"
204492,"0"
204450,"0"
204438,"0"
204429,"0"
204392,"0"
203873,"0"
203855,"0"
203838,"0"
203697,"0"
203510,"0"
203435,"0"
203407,"0"
195390,"0"
178740,"0"
169662,"0"
156296,"0"
153915,"0"
150396,"0"
150043,"0"
142080,"0"
128982,"0"
124441,"0"
124430,"0"
124114,"0"
121760,"0"
121495,"0"
120413,"0"
120018,"0"
119734,"0"
115568,"0"
114156,"0"
110463,"0"
109535,"0"
108257,"0"
103889,"0"
97798,"0"
97486,"0"
96394,"0"
93928,"0"
83782,"0"
83159,"0"
81880,"0"
80296,"0"
73997,"0"
63695,"0"
53398,"0"
51604,"0"
51603,"0"
50618,"0"
50614,"0"
47216,"0"
46253,"0"
45418,"0"
45244,"0"
45243,"0"
44782,"0"
44656,"0"
43090,"0"
42870,"0"
42221,"0"
41860,"0"
41770,"0"
40367,"0"
40366,"0"
40359,"0"
37422,"0"
34893,"0"
33194,"0"
33193,"0"
29469,"0"
29211,"0"
25018,"0"
21560,"0"
20636,"0"
19784,"0"
16871,"0"
16303,"0"
16291,"0"
16290,"0"
16280,"0"
13905,"0"
11706,"0"
11313,"0"
10828,"0"
10411,"0"
8612,"0"
7840,"0"
7423,"0"
7420,"0"
7272,"0"
7271,"0"
7270,"0"
7268,"0"
7267,"0"
7241,"0"
7232,"0"
7114,"0"
6599,"0"
5181,"0"
3983,"0"
2637,"0"
